,Stock,Date,Buy/Sell,JSON File Name,Sentiment Score
591,Silver,11082019,0,Silver11082019,
592,Silver,02122020,0,Silver02122020,
593,Silver,03022020,0,Silver03022020,
594,Silver,04212020,0,Silver04212020,
595,Silver,09232020,0,Silver09232020,
596,Silver,11212019,0,Silver11212019,
597,Silver,03182020,0,Silver03182020,
598,Silver,11162020,0,Silver11162020,
599,Silver,11172019,0,Silver11172019,
600,Silver,03132020,0,Silver03132020,
601,Silver,11092020,0,Silver11092020,
602,Silver,03172020,0,Silver03172020,
603,TNX,03132019,0,TNX03132019,
604,TNX,05032019,0,TNX05032019,
605,TNX,07302019,0,TNX07302019,
606,TNX,10022019,0,TNX10022019,
607,TNX,11222019,0,TNX11222019,
608,TNX,01082020,0,TNX01082020,
609,TNX,03312020,0,TNX03312020,
610,TNX,06192020,0,TNX06192020,
611,TNX,09112020,0,TNX09112020,
612,TNX,09222020,0,TNX09222020,
613,TNX,11302020,0,TNX11302020,
614,TNX,09302019,0,TNX09302019,
615,TNX,01152020,0,TNX01152020,
616,TNX,06292020,0,TNX06292020,
617,TNX,01242020,0,TNX01242020,
618,TNX,07092020,0,TNX07092020,
619,TNX,01312020,0,TNX01312020,
620,TNX,02202020,0,TNX02202020,
621,TSLA,02222019,0,TSLA02222019,
622,TSLA,04152019,0,TSLA04152019,-0.4276
623,TSLA,08012019,0,TSLA08012019,-0.4696
624,TSLA,10032019,0,TSLA10032019,0.966
625,TSLA,12032019,0,TSLA12032019,0.975
626,TSLA,03032020,0,TSLA03032020,0.9599
627,TSLA,08042020,0,TSLA08042020,0.1779
628,TSLA,09142020,0,TSLA09142020,0.6956
629,TSLA,10272020,0,TSLA10272020,0.9686
630,TSLA,08152019,0,TSLA08152019,-0.4939
631,TSLA,03132020,0,TSLA03132020,-0.926
632,TSLA,10292020,0,TSLA10292020,0.9893
633,TSLA,11162020,0,TSLA11162020,0.9948
634,TSLA,08212019,0,TSLA08212019,-0.9893
635,TSLA,03202020,0,TSLA03202020,-0.8357
636,TSLA,11162020,0,TSLA11162020,0.9948
637,TSLA,08192019,0,TSLA08192019,-0.0258
638,TSLA,04022020,0,TSLA04022020,0.5574
639,TSLA,05182020,0,TSLA05182020,0.9843
640,TWTR,05162019,0,TWTR05162019,0.2023
641,TWTR,06202019,0,TWTR06202019,
642,TWTR,08232019,0,TWTR08232019,
643,TWTR,09242019,0,TWTR09242019,0.2023
644,TWTR,02052020,0,TWTR02052020,0.9489
645,TWTR,03032020,0,TWTR03032020,0.9628
646,TWTR,06232020,0,TWTR06232020,-0.9978
647,TWTR,09152020,0,TWTR09152020,
648,TWTR,11042020,0,TWTR11042020,0.7948
649,TWTR,01112021,0,TWTR01112021,-0.9995
650,TWTR,06142019,0,TWTR06142019,-0.5752
651,TWTR,10082019,0,TWTR10082019,0.9661
652,TWTR,03172020,0,TWTR03172020,-0.9382
653,TWTR,11202020,0,TWTR11202020,-0.9118
654,TWTR,06062019,0,TWTR06062019,0.3662
655,TWTR,10022019,0,TWTR10022019,-0.4767
656,TWTR,03092020,0,TWTR03092020,0.992
657,TWTR,07022020,0,TWTR07022020,-0.3612
658,TWTR,11092020,0,TWTR11092020,0.7579
659,TWTR,11072019,0,TWTR11072019,-0.8723
660,TWTR,04062020,0,TWTR04062020,0.3832
661,TWTR,10242019,0,TWTR10242019,-0.9902
662,TWTR,03202020,0,TWTR03202020,
663,TWTR,11202019,0,TWTR11202019,-0.7096
664,V,02052019,1,V02052019,
665,V,05222019,1,V05222019,0.0
666,V,08262019,1,V08262019,
667,V,10152019,1,V10152019,0.0
668,V,02132020,1,V02132020,-0.4939
669,V,04062020,1,V04062020,0.7783
670,V,07102020,1,V07102020,0.4939
671,V,07202020,1,V07202020,
672,V,08062020,1,V08062020,0.7783
673,V,08132020,1,V08132020,
674,V,10082020,1,V10082020,0.6369
675,V,11112020,1,V11112020,0.6705
676,V,12162020,1,V12162020,0.8875
677,V,03192019,1,V03192019,
678,V,09042019,1,V09042019,0.9022
679,V,11062019,1,V11062019,
680,V,05042020,1,V05042020,0.6295
681,V,03192019,1,V03192019,
682,V,08162019,1,V08162019,
683,V,11012019,1,V11012019,
684,V,05012020,1,V05012020,0.1779
685,V,08062020,1,V08062020,0.7783
686,V,08122020,1,V08122020,0.4939
687,V,10092020,1,V10092020,0.9524
688,V,05302019,1,V05302019,
689,V,11072019,1,V11072019,0.1263
690,V,05272020,1,V05272020,0.2023
691,V,05132019,0,V05132019,0.0
692,V,08062019,0,V08062019,0.6486
693,V,09172019,0,V09172019,0.6369
694,V,02122020,0,V02122020,
695,V,02272020,0,V02272020,-0.3182
696,V,06192020,0,V06192020,0.0
697,V,07172020,0,V07172020,0.709
698,V,08052020,0,V08052020,0.0
699,V,08072020,0,V08072020,-0.2732
700,V,09152020,0,V09152020,0.0
701,V,10222020,0,V10222020,0.9839
702,V,12152020,0,V12152020,
703,V,12182020,0,V12182020,
704,V,08282019,0,V08282019,
705,V,09202019,0,V09202019,0.4019
706,V,03092020,0,V03092020,-0.8484
707,V,10052020,0,V10052020,-0.2263
708,V,08142019,0,V08142019,0.296
709,V,09182019,0,V09182019,
710,V,03022020,0,V03022020,0.9764
711,V,08052020,0,V08052020,0.0
712,V,08112020,0,V08112020,0.9702
713,V,09252020,0,V09252020,
714,V,10162020,0,V10162020,0.8481
715,V,10102019,0,V10102019,0.0
716,V,03162020,0,V03162020,0.7338
717,V,10302020,0,V10302020,0.8519
718,MA,02052019,1,MA02052019,
719,MA,08202019,1,MA08202019,0.8999
720,MA,10152019,1,MA10152019,0.0
721,MA,11042019,1,MA11042019,0.7845
722,MA,04062020,1,MA04062020,-0.4939
723,MA,07202020,1,MA07202020,0.9403
724,MA,10052020,1,MA10052020,0.4137
725,MA,11132020,1,MA11132020,0.9402
726,MA,03192019,1,MA03192019,
727,MA,11152019,1,MA11152019,0.6597
728,MA,05052020,1,MA05052020,0.2263
729,MA,03192019,1,MA03192019,
730,MA,08162019,1,MA08162019,0.8957
731,MA,11072019,1,MA11072019,
732,MA,05012020,1,MA05012020,0.0
733,MA,05302019,1,MA05302019,0.0
734,MA,12042019,1,MA12042019,0.296
735,MA,06232020,1,MA06232020,0.7579
736,MA,05302019,1,MA05302019,0.0
737,MA,11202019,1,MA11202019,
738,MA,06022020,1,MA06022020,
739,MA,08052019,0,MA08052019,-0.1921
740,MA,09172019,0,MA09172019,
741,MA,10252019,0,MA10252019,0.3892
742,MA,02272020,0,MA02272020,0.5775
743,MA,06192020,0,MA06192020,-0.1531
744,MA,09142020,0,MA09142020,0.4404
745,MA,10222020,0,MA10222020,
746,MA,12152020,0,MA12152020,
747,MA,10032019,0,MA10032019,0.5106
748,MA,03102020,0,MA03102020,0.8126
749,MA,10162020,0,MA10162020,0.9382
750,MA,08142019,0,MA08142019,
751,MA,09192019,0,MA09192019,0.7579
752,MA,03022020,0,MA03022020,0.8807
753,MA,10222020,0,MA10222020,
754,MA,11132019,0,MA11132019,0.0258
755,MA,04012020,0,MA04012020,0.6808
756,MA,12092020,0,MA12092020,0.765
757,MA,10232019,0,MA10232019,0.8271
758,MA,03162020,0,MA03162020,-0.836
759,MA,11062020,0,MA11062020,
